2005,,,,,,,,,,,
DIST,runDEM,DIST,run3DEM,,,,,,,,
0.048365533,486.8818359,0.048365533,489.3300781,,,2.44824218,,,,,
0.048644044,484.2861328,0.048644044,489.1386719,,,4.85253907,,,,,
0.048922555,482.1630859,0.048922555,488.0332031,,,5.87011718,,,,,
0.049201066,480.3398438,0.049201066,486.5576172,,,6.21777344,,,,,
0.049479576,477.7324219,0.049479576,484.5283203,,,6.79589843,,,,,
0.049758087,475.3818359,0.049758087,482.3222656,,,6.94042968,,,,,
0.050036598,473.9267578,0.050036598,480.4423828,,,6.515625,,,,,
0.050315109,472.1982422,0.050315109,477.9013672,,,5.703125,,,,,
0.05059362,470.765625,0.05059362,474.7636719,,,3.99804688,,,,,
0.050872131,469.2021484,0.050872131,472.1865234,,,2.984375,,,,,
0.051150641,467.3955078,0.051150641,469.6640625,,,2.26855469,,,,,
0.051429152,465.6669922,0.051429152,467.4892578,,,1.82226562,,,,,
0.051707663,463.5419922,0.051707663,465.3046875,,,1.76269531,,,,,
0.051986174,462.2470703,0.051986174,462.2939453,,,0.046875,,,,,
0.052264685,458.1845703,0.052264685,458.9335938,,,0.74902344,,,,,
0.052543195,455.9716797,0.052543195,456.9960938,,,1.02441406,,,,,
0.052821706,454.9755859,0.052821706,455.296875,,,0.32128906,,,,,
0.052994161,454.9755859,0.052994161,455.296875,,,0.32128906,,,,,
0.053297083,454.9697266,0.053297083,452.4189453,,,-2.55078125,,,,,
0.053600004,456.0185547,0.053600004,452.4794922,,,-3.5390625,,,,,
0.053902926,454.5751953,0.053902926,447.8251953,,,-6.75,,,,,
0.054205847,457.2880859,0.054205847,448.5966797,,,-8.69140625,,,,,
0.054508769,454.1347656,0.054508769,446.5673828,,,-7.56738281,,,,,
0.05481169,454.0224609,0.05481169,445.9453125,,,-8.07714844,,,,,
0.055114612,459.6748047,0.055114612,440.8544922,,,-18.8203125,,,,,
0.055417534,456.6318359,0.055417534,440.0751953,,,-16.55664063,,,,,
0.055720455,450.5166016,0.055720455,439.1591797,,,-11.35742187,,,,,
0.056023377,441.9443359,0.056023377,436.0107422,,,-5.93359375,,,,,
0.056326298,441.2626953,0.056326298,435.3867188,,,-5.87597656,,,,,
0.05662922,447,0.05662922,432.4814453,,,-14.51855469,,,,,
0.056932141,445.2119141,0.056932141,431.1201172,,,-14.09179687,,,,,
,,0.057235063,427.6416016,,,,,,,,
,,0.057537984,426.7626953,,,,,,,,
,,0.057840906,424.7070313,,,,,,,,
,,0.058143827,420.1962891,,,,,,,,
,,0.058446749,419.1083984,,,,,,,,
0.058749671,423.1435547,0.058749671,413.4296875,,,-9.71386719,,,,,
0.059052592,419.4365234,0.059052592,411.9287109,,,-7.5078125,,,,,
0.059355514,411.0996094,0.059355514,406.3857422,,,-4.71386719,,,,,
0.059549105,406.2919922,0.059549105,403.4052734,,,-2.88671875,,,,,
0.059828838,403.5615234,0.059828838,400.6279297,,,-2.93359375,,,,,
0.06010857,401.7177734,0.06010857,397.9941406,,,-3.72363282,,,,,
0.060388303,400.3398438,0.060388303,394.9921875,,,-5.34765625,,,,,
0.060668035,400.6806641,0.060668035,391.7246094,,,-8.95605468,,,,,
0.060947767,393.9091797,0.060947767,385.7666016,,,-8.14257813,,,,,
0.0612275,391.2109375,0.0612275,382.9980469,,,-8.21289062,,,,,
0.061507232,386.9931641,0.061507232,379.7978516,,,-7.1953125,,,,,
0.061786965,383.015625,0.061786965,376.5849609,,,-6.43066406,,,,,
0.062066697,376.9111328,0.062066697,372.4902344,,,-4.42089843,,,,,
0.06234643,370.7509766,0.06234643,368.3847656,,,-2.36621094,,,,,
0.062626162,365.6855469,0.062626162,363.7822266,,,-1.90332032,,,,,
0.062905894,360.2724609,0.062905894,360.6347656,,,0.36230468,,,,,
0.063185627,354.8251953,0.063185627,356.5273438,,,1.70214844,,,,,
0.063465359,346.6269531,0.063465359,349.2333984,,,2.60644532,,,,,
0.063745092,341.7177734,0.063745092,344.6425781,,,2.92480468,,,,,
0.064024824,336.2148438,0.064024824,340.1865234,,,3.97167969,,,,,
0.064304557,331.3300781,0.064304557,335.3271484,,,3.99707032,,,,,
0.064584289,326.3798828,0.064584289,330.2412109,,,3.86132813,,,,,
0.064864021,321.3857422,0.064864021,325.0625,,,3.67675781,,,,,
0.065143754,316.3632813,0.065143754,319.9150391,,,3.55175781,,,,,
0.065423486,311.5878906,0.065423486,315.0410156,,,3.453125,,,,,
0.065703219,303.2158203,0.065703219,307.1894531,,,3.97363281,,,,,
0.065982951,299.1152344,0.065982951,302.4199219,,,3.3046875,,,,,
0.066262684,294.9599609,0.066262684,297.2412109,,,2.28125,,,,,
0.066542416,290.5068359,0.066542416,293.3994141,,,2.89257812,,,,,
0.066822148,285.5332031,0.066822148,288.8808594,,,3.34765626,,,,,
0.067101881,280.8027344,0.067101881,284.4560547,,,3.65332031,,,,,
0.067381613,276.0224609,0.067381613,280.2314453,,,4.20898437,,,,,
0.067661346,271.3339844,0.067661346,275.4833984,,,4.14941406,,,,,
0.067685628,271.3339844,0.067685628,275.4833984,,,4.14941406,,,,,
0.067973098,262.859375,0.067973098,265.8271484,,,2.96777344,,,,,
0.068260569,258.4355469,0.068260569,261.7851563,,,3.34960937,,,,,
0.068548039,253.6708984,0.068548039,257.4482422,,,3.77734375,,,,,
0.068835509,246.0917969,0.068835509,248.3964844,,,2.3046875,,,,,
0.069122979,239.7480469,0.069122979,243.6796875,,,3.93164062,,,,,
0.06941045,232.2558594,0.06941045,237.8964844,,,5.640625,,,,,
0.06969792,224.1113281,0.06969792,231.5527344,,,7.44140626,,,,,
0.06998539,213.7255859,0.06998539,219.5771484,,,5.8515625,,,,,
0.07027286,206.5634766,0.07027286,212.5908203,,,6.02734375,,,,,
0.070560331,198.859375,0.070560331,206.1357422,,,7.27636719,,,,,
0.070847801,191.6923828,0.070847801,199.7460938,,,8.05371094,,,,,
0.071135271,181.6738281,0.071135271,189.0576172,,,7.38378907,,,,,
0.071422741,163.8798828,0.071422741,183.2480469,,,19.36816407,,,,,
0.071710211,128.3798828,0.071710211,176.0175781,,,47.63769531,,,,,
0.071997682,139.6982422,0.071997682,169.0205078,,,29.32226562,,,,,
0.072285152,143.2666016,0.072285152,158.3935547,,,15.12695313,,,,,
0.072572622,140.7275391,0.072572622,152.1035156,,,11.37597656,,,,,
0.072860092,133.5986328,0.072860092,145.6826172,,,12.08398438,,,,,
0.073147563,120.7871094,0.073147563,134.2001953,,,13.41308593,,,,,
0.073435033,116.8261719,0.073435033,126.9521484,,,10.12597656,,,,,
0.073722503,109.9716797,0.073722503,119.3505859,,,9.37890625,,,,,
0.074009973,101.6503906,0.074009973,111.8486328,,,10.19824219,,,,,
0.074297444,91.49511719,0.074297444,101.3603516,,,9.865234372,,,,,
0.074584914,82.77734375,0.074584914,93.27050781,,,10.49316406,,,,,
0.074872384,74.51660156,0.074872384,85.34375,,,10.82714844,,,,,
0.075159854,65.84082031,0.075159854,76.83691406,,,10.99609375,,,,,
0.075447325,56.49121094,0.075447325,66.99121094,,,10.5,,,,,
0.075734795,47.87011719,0.075734795,59.21191406,,,11.34179687,,,,,
0.076022265,39.73535156,0.076022265,52.48535156,,,12.75,,,,,
0.076309735,32.171875,0.076309735,47.08886719,,,14.91699219,,,,,
0.076597205,23,0.076597205,37.52734375,,,14.52734375,,,,,
0.076884676,17.69433594,0.076884676,34.66699219,,,16.97265625,,,,,
0.077172146,15.04199219,0.077172146,34.11425781,,,19.07226562,,,,,
